Contract ID;Created Date;Type;Insurance Category;Yearly Management Fee;Sales Fee;Customer ID
8520;15.03.17;Existing Contract;Supplementary long-term nursing care insurance (KV);11,37;0;4605
8521;08.07.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;5399
8522;21.05.17;Existing Contract;Statutory health insurance;;0;4571
8523;18.05.17;Existing Contract;Legal protection insurance;67,83;0;426
8524;24.04.17;New Contract;Personal liability insurance;12,19;0;1088
8525;19.01.17;Existing Contract;Household contents insurance & glass insurance;41,75;0;2171
8526;16.01.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;2202
8527;13.02.17;Existing Contract;Statutory health insurance;;0;3934
8528;17.09.17;Existing Contract;Occupational disability insurance;7,07;0;1948
8529;07.07.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;72,67;0;3902
8530;12.06.17;Existing Contract;Occupational disability insurance;15,12;0;2508
8531;03.05.17;New Contract;Statutory health insurance;;89;2798
8532;19.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;1650
8533;01.03.17;Existing Contract;Statutory health insurance;;0;3288
8534;28.03.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;53,37;0;5164
8535;01.02.17;Existing Contract;Personal liability insurance;10,45;0;309
8536;24.04.17;Existing Contract;Statutory health insurance;;0;5027
8537;20.04.17;Existing Contract;Daily hospital allowance insurance;0,35;0;3573
8538;09.03.17;Existing Contract;Statutory health insurance;;0;5151
8539;22.05.17;Existing Contract;Personal liability insurance;7,68;0;4901
8540;01.03.17;New Contract;Household contents insurance;14,17;0;849
8541;16.05.17;Existing Contract;Term life insurance;;0;3971
8542;31.01.17;Existing Contract;Private pension insurance;51,84;0;2134
8543;17.05.17;Existing Contract;Riester pension insurance scheme;28,8;0;5245
8544;20.04.17;Existing Contract;Statutory health insurance;;0;2111
8545;25.04.17;Existing Contract;Statutory health insurance;;0;4701
8546;02.06.17;Existing Contract;Travel health insurance;;0;3558
8547;17.10.17;Existing Contract;Personal liability insurance, household contents insurance, accident insurance & glass insurance;;0;63
8548;13.03.18;Existing Contract;Personal liability insurance;14,73;0;488
8549;10.01.17;Existing Contract;Statutory health insurance;;0;3570
8550;13.04.17;Existing Contract;Statutory health insurance;;0;5286
8551;23.03.17;Existing Contract;Supplementary hospitalisation insurance;7,66;0;4343
8552;09.02.18;Existing Contract;Travel health insurance;;0;1534
8553;31.07.17;Existing Contract;Business liability insurance;;0;4705
8554;27.07.17;Existing Contract;Personal liability insurance;17,21;0;1872
8555;31.05.17;Existing Contract;Dog owner liability insurance;13,2;0;1531
8556;27.05.17;Existing Contract;Statutory health insurance;;0;998
8557;05.01.17;Existing Contract;Accident insurance;0;0;4231
8558;01.02.17;Existing Contract;Occupational disability insurance;;0;4474
8559;19.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;3748
8560;23.04.17;Existing Contract;Statutory health insurance;;0;692
8561;07.08.17;Existing Contract;Travel health insurance;0,09;0;900
8562;15.02.17;Existing Contract;Statutory health insurance;;0;2932
8563;23.05.17;Existing Contract;Travel health insurance;;0;2636
8564;27.04.17;Existing Contract;Personal liability insurance;6,76;0;2498
8565;26.05.17;Existing Contract;Personal liability insurance;6,66;0;2203
8566;17.07.17;Existing Contract;Occupational disability insurance;2,02;0;678
8567;16.05.17;Existing Contract;Motor vehicle legal protection insurance;;0;2793
8568;31.03.17;Existing Contract;Occupational disability insurance;6,04;0;4982
8569;09.10.17;Existing Contract;Occupational disability insurance & term life insurance;;0;575
8570;06.06.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);;0;69
8571;12.03.17;Existing Contract;Statutory health insurance;;0;1764
8572;08.03.17;Existing Contract;Statutory health insurance;;0;2029
8573;18.04.18;Existing Contract;Statutory health insurance;;0;2227
8574;19.09.17;New Contract;Term life insurance;0;162,16;3536
8575;26.04.17;Existing Contract;Private health insurance;19,95;0;1064
8576;08.07.17;Existing Contract;Personal liability insurance;0;0;5043
8577;09.03.17;Existing Contract;Household contents insurance;57,18;0;900
8578;30.05.17;Existing Contract;Personal liability insurance & household contents insurance;61;0;5037
8579;04.05.17;Existing Contract;Travel health insurance;;0;1544
8580;28.03.17;New Contract;Personal liability insurance;9,19;0;2412
8581;01.06.17;Existing Contract;Homeowner’s building insurance;65,23;0;3117
8582;13.02.17;Existing Contract;Travel health insurance;0;0;28
8583;07.06.17;Existing Contract;Legal protection insurance;48,23;0;4907
8584;02.05.17;New Contract;Accident insurance;14,5;0;957
8585;06.07.17;Existing Contract;Basic pension insurance;9,6;0;2545
8586;24.02.17;Existing Contract;Occupational disability insurance;10,74;0;71
8587;15.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;;0;4498
8588;02.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);0;0;1788
8589;27.05.17;Existing Contract;Statutory health insurance;;0;4036
8590;22.03.18;Existing Contract;Occupational disability insurance;;0;4962
8591;01.02.18;Existing Contract;Statutory health insurance;;0;1221
8592;08.04.17;Existing Contract;Statutory health insurance;;0;1512
8593;12.05.17;Existing Contract;Rental legal protection insurance;51,1;0;3109
8594;20.05.17;Existing Contract;Statutory health insurance;;0;4674
8595;31.01.17;Existing Contract;Legal protection insurance;33,48;0;1859
8596;18.02.17;Existing Contract;Statutory health insurance;;0;2782
8597;17.05.17;Existing Contract;Statutory health insurance;;0;3281
8598;13.11.17;Existing Contract;Household contents insurance & glass insurance;;0;4047
8599;26.06.17;Existing Contract;Homeowner’s building insurance;;0;4636
8600;10.10.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;24,32;0;444
8601;30.03.17;Existing Contract;Statutory health insurance;;0;1492
8602;03.04.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);12,57;0;3344
8603;22.04.17;Existing Contract;Statutory health insurance;;0;243
8604;07.06.17;Existing Contract;Pet owner liability insurance;;0;412
8605;30.04.17;Existing Contract;Statutory health insurance;;0;2303
8606;13.04.17;Existing Contract;Personal liability insurance;8,86;0;4955
8607;28.04.17;Existing Contract;Personal liability insurance;10,97;0;5033
8608;13.04.17;Existing Contract;Statutory health insurance;;0;4043
8609;24.02.17;Existing Contract;Legal protection insurance;;0;3574
8610;17.02.17;Existing Contract;Household contents insurance & glass insurance;27,5;0;1840
8611;29.03.17;Existing Contract;Accident insurance;32,13;0;1212
8612;27.01.17;Existing Contract;Daily sickness benefits insurance & compulsory long-term nursing care insurance;3,92;0;4398
8613;19.05.17;Existing Contract;Statutory health insurance;;0;3729
8614;29.03.17;Existing Contract;Accident insurance;38,25;0;5147
8615;08.05.17;Existing Contract;Personal liability insurance;;0;3448
8616;05.07.17;Existing Contract;Occupational disability insurance & term life insurance;;0;436
8617;16.05.17;Existing Contract;Accident insurance;118,63;0;5375
8618;26.04.17;Existing Contract;Statutory health insurance;;0;1298
8619;11.08.17;Existing Contract;Photovoltaic Insurance;16,45;0;4819
8620;07.04.17;Existing Contract;Statutory health insurance;;0;3813
8621;22.05.17;Existing Contract;Term life insurance;1,22;0;512
8622;14.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;42,46;0;61
8623;10.02.17;Existing Contract;Occupational disability insurance & endowment life insurance;0;0;408
8624;28.02.17;Existing Contract;Statutory health insurance;;0;477
8625;12.05.17;Existing Contract;Personal liability insurance, household contents insurance & accident insurance;81,62;0;3873
8626;04.05.17;Existing Contract;Statutory health insurance;;0;5183
8627;26.06.17;Existing Contract;Trailer insurance;2,55;0;1479
8628;24.04.17;Existing Contract;Statutory health insurance;;0;668
8629;14.04.17;Existing Contract;Statutory health insurance;;0;4588
8630;04.05.17;Existing Contract;Statutory health insurance;;0;2559
8631;12.09.17;Existing Contract;Legal protection insurance;46,03;0;1730
8632;21.03.17;Existing Contract;Supplementary dental insurance;;0;5163
8633;31.03.17;Existing Contract;Accident insurance;0;0;2480
8634;12.04.17;Existing Contract;Statutory health insurance;;0;2709
8635;31.05.17;Existing Contract;Statutory health insurance;;0;885
8636;21.04.17;Existing Contract;Household contents insurance;7,16;0;4926
8637;09.01.18;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;49,07;0;4437
8638;24.01.17;Existing Contract;Statutory health insurance;;0;2544
8639;20.06.17;Existing Contract;Accident insurance;;0;4556
8640;03.03.17;Existing Contract;Statutory health insurance;;0;1554
8641;20.04.18;Existing Contract;Term life insurance;7,08;0;4602
8642;08.02.17;New Contract;Personal liability insurance;9,76;0;4298
8643;01.02.17;Existing Contract;Statutory health insurance;;0;2738
8644;08.03.17;Existing Contract;Riester pension insurance scheme;1,2;0;4337
8645;14.11.17;New Contract;Personal liability insurance;14,75;0;3856
8646;17.07.17;Existing Contract;Riester pension insurance scheme;22,5;0;509
8647;27.04.17;Existing Contract;Occupational disability insurance;3,07;0;1044
8648;18.05.17;Existing Contract;Personal liability insurance;;0;85
8649;29.07.17;Existing Contract;Personal liability insurance;17,45;0;1446
8650;16.07.17;Existing Contract;Supplementary dental insurance;;0;4433
8651;29.11.17;Existing Contract;Private pension insurance;0;0;4873
8652;23.03.17;Existing Contract;Supplementary dental insurance;9;0;1061
8653;21.05.17;Existing Contract;Statutory health insurance;;0;2089
8654;17.01.17;Existing Contract;Mobile phone insurance;0;0;4081
8655;18.02.17;Existing Contract;Statutory health insurance;;0;2390
8656;16.05.17;Existing Contract;Homeowner & landowner liability insurance;;0;4646
8657;08.03.17;Existing Contract;Supplementary long-term nursing care insurance (LV);3,32;0;2237
8658;23.02.18;New Contract;Personal liability insurance;22,25;0;1590
8659;03.05.17;Existing Contract;Homeowner’s building insurance;40,36;0;861
8660;04.07.17;Existing Contract;Pet owner liability insurance;8,91;0;2572
8661;02.02.17;Existing Contract;Legal protection insurance;0;0;3069
8662;24.04.17;Existing Contract;Term life insurance;0;0;2493
8663;27.11.17;New Contract;Motorhome insurance;19,02;0;3835
8664;07.03.17;Existing Contract;Term life insurance;;0;2812
8665;24.06.17;Existing Contract;Occupational disability insurance;4,92;0;5287
8666;22.08.17;Existing Contract;Motor vehicle liability insurance;11,82;0;3951
8667;16.05.17;Existing Contract;Personal liability insurance, homeowner’s building insurance, household contents insurance & legal protection insurance;0;0;2993
8668;06.07.17;Existing Contract;Legal protection insurance;51,02;0;3856
8669;19.12.17;New Contract;Personal liability insurance;11;0;4850
8670;29.05.17;Existing Contract;Statutory health insurance;;0;1968
8671;17.01.17;Existing Contract;Legal protection insurance;44,06;0;3663
8672;02.02.17;Existing Contract;Travel cancellation insurance;2,68;0;4364
8673;01.05.17;New Contract;Personal liability insurance;15,24;0;1907
8674;27.04.17;Existing Contract;Motor vehicle liability insurance;0;0;5321
8675;13.11.17;Existing Contract;Business liability insurance;120,15;0;1536
8676;27.04.17;Existing Contract;Supplementary long-term nursing care insurance (KV);0;0;3301
8677;10.04.17;Existing Contract;Statutory health insurance;;0;1441
8678;31.05.17;Existing Contract;Statutory health insurance;;0;2022
8679;07.11.17;Existing Contract;Accident insurance;53,84;0;2246
8680;26.04.17;Existing Contract;Personal liability insurance;;0;2514
8681;07.04.17;Existing Contract;Homeowner’s building insurance;0;0;2203
8682;06.12.17;Existing Contract;Travel health insurance;;0;4774
8683;18.04.17;Existing Contract;Statutory health insurance;;0;1772
8684;05.04.17;Existing Contract;Pet owner liability insurance;0;0;4690
8685;28.01.17;Existing Contract;Statutory health insurance;;0;2160
8686;20.01.17;Existing Contract;Personal liability insurance;32,95;0;2781
8687;15.02.17;Existing Contract;Personal liability insurance;1,81;0;1150
8688;16.02.17;Existing Contract;Statutory health insurance;;0;382
8689;07.02.17;Existing Contract;Statutory health insurance;;0;4173
8690;13.04.17;Existing Contract;Endowment life insurance;;0;138
8691;19.01.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;38,51;0;2808
8692;13.02.17;Existing Contract;Private health insurance;75,16;0;2940
8693;15.03.18;Existing Contract;Riester pension insurance scheme;35,04;0;5042
8694;07.06.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);10,29;0;4481
8695;15.05.17;Existing Contract;Accident insurance;0;0;5399
8696;03.04.17;Existing Contract;Household contents insurance;24,66;0;2586
